01234567,12,27,27,7
01234576,12,27,37,7
01234657,13,27,26,7
01234675,13,27,25,7
01234756,13,27,27,7
01234765,13,27,29,7
01235467,12,27,23,7
01235476,12,27,29,7
01235647,13,27,23,7
01235674,13,27,23,7
01235746,13,27,29,7
01235764,13,27,34,7
01236457,13,27,22,7
01236475,13,27,29,7
01236547,13,27,21,7
01236574,13,27,23,7
01236745,12,27,28,7
01236754,12,27,24,7
01237456,13,27,22,7
01237465,13,27,27,7
01237546,13,27,27,7
01237564,13,27,22,7
01237645,12,27,23,7
01237654,12,27,26,7
01243567,13,27,21,7
01243576,13,27,23,7
01243657,14,27,22,7
01243675,14,27,27,7
01243756,14,27,26,7
01243765,14,27,27,7
01245367,13,27,26,7
01245376,13,27,25,7
01245637,14,27,24,7
01245673,14,27,23,7
01245736,14,27,23,7
01245763,14,27,29,7
01246357,14,27,21,7
01246375,14,27,28,7
01246537,14,27,32,7
01246573,14,27,35,7
01246735,13,27,26,7
01246753,13,27,26,7
01247356,14,27,26,7
01247365,14,27,28,7
01247536,14,27,30,7
01247563,14,27,20,7
01247635,13,27,25,7
01247653,13,27,27,7
01253467,14,27,24,7
01253476,14,27,27,7
01253647,15,27,22,7
01253674,15,27,30,7
01253746,15,27,24,7
01253764,15,27,24,7
01254367,14,27,27,7
01254376,14,27,21,7
01254637,15,27,25,7
01254673,15,27,25,7
01254736,15,27,22,7
01254763,15,27,24,7
01256347,15,27,26,7
01256374,15,27,23,7
01256437,15,27,26,7
01256473,15,27,33,7
01256734,14,27,23,7
01256743,14,27,26,7
01257346,15,27,26,7
01257364,15,27,23,7
01257436,15,27,34,7
01257463,15,27,23,7
01257634,14,27,23,7
01257643,14,27,25,7
01263457,15,27,26,7
01263475,15,27,25,7
01263547,16,27,23,7
01263574,16,27,23,7
01263745,16,27,24,7
01263754,16,27,25,7
01264357,15,27,26,7
01264375,15,27,25,7
01264537,16,27,26,7
01264573,16,27,22,7
01264735,16,27,22,7
01264753,16,27,25,7
01265347,16,27,26,7
01265374,16,27,25,7
01265437,16,27,28,7
01265473,16,27,24,7
01265734,15,27,24,7
01265743,15,27,35,7
01267345,16,27,27,7
01267354,16,27,30,7
01267435,16,27,22,7
01267453,16,27,36,7
01267534,15,27,26,7
01267543,15,27,32,7
01273456,15,27,23,7
01273465,15,27,21,7
01273546,16,27,21,7
01273564,16,27,26,7
