012345,9,16,14,5
012354,9,16,19,5
012435,9,16,13,5
012453,8,16,17,5
012534,9,16,18,5
012543,8,16,15,5
013245,10,16,15,5
013254,10,16,15,5
013425,10,16,15,5
013452,9,16,14,5
013524,10,16,15,5
013542,9,16,18,5
014235,11,16,19,5
014253,11,16,18,5
014325,11,16,15,5
014352,10,16,13,5
014523,11,16,13,5
014532,10,16,16,5
015234,11,16,16,5
015243,11,16,15,5
015324,11,16,13,5
015342,10,16,14,5
015423,11,16,16,5
015432,10,16,15,5
021345,9,16,19,5
021354,9,16,17,5
021435,9,16,13,5
021453,8,16,13,5
021534,9,16,16,5
021543,8,16,25,5
023145,10,16,15,5
023154,10,16,15,5
023415,10,16,19,5
023451,9,16,18,5
023514,10,16,19,5
023541,9,16,15,5
024135,11,16,15,5
024153,11,16,20,5
024315,11,16,14,5
024351,10,16,19,5
024513,11,16,19,5
024531,10,16,13,5
025134,11,16,17,5
025143,11,16,18,5
025314,11,16,17,5
025341,10,16,15,5
025413,11,16,14,5
025431,10,16,19,5
031245,10,16,19,5
031254,10,16,17,5
031425,10,16,14,5
031452,9,16,14,5
031524,10,16,15,5
031542,9,16,17,5
032145,10,16,17,5
032154,10,16,14,5
032415,10,16,19,5
032451,9,16,22,5
032514,10,16,16,5
032541,9,16,16,5
034125,11,16,18,5
034152,11,16,16,5
034215,11,16,15,5
034251,10,16,16,5
034512,11,16,15,5
034521,10,16,15,5
035124,11,16,15,5
035142,11,16,15,5
035214,11,16,16,5
035241,10,16,20,5
035412,11,16,20,5
035421,10,16,14,5
041235,11,16,21,5
041253,11,16,15,5
041325,11,16,18,5
041352,10,16,15,5
041523,11,16,18,5
041532,10,16,18,5
042135,11,16,17,5
042153,11,16,14,5
042315,11,16,16,5
042351,10,16,20,5
042513,11,16,16,5
042531,10,16,19,5
043125,11,16,20,5
043152,11,16,15,5
043215,11,16,16,5
043251,10,16,20,5
043512,11,16,15,5
043521,10,16,17,5
045123,10,16,23,5
045132,10,16,14,5
045213,10,16,14,5
045231,9,16,18,5
045312,10,16,21,5
045321,9,16,16,5
051234,11,16,20,5
051243,11,16,14,5
051324,11,16,20,5
051342,10,16,24,5
051423,11,16,14,5
051432,10,16,14,5
052134,11,16,18,5
052143,11,16,16,5
052314,11,16,20,5
052341,10,16,20,5
052413,11,16,16,5
052431,10,16,14,5
053124,11,16,23,5
053142,11,16,14,5
053214,11,16,15,5
053241,10,16,13,5
053412,11,16,19,5
053421,10,16,21,5
054123,10,16,16,5
054132,10,16,17,5
054213,10,16,20,5
054231,9,16,17,5
054312,10,16,18,5
054321,9,16,17,5
102345,9,16,21,5
102354,9,16,15,5
102435,9,16,18,5
102453,8,16,16,5
102534,9,16,19,5
102543,8,16,20,5
103245,10,16,16,5
103254,10,16,18,5
103425,10,16,16,5
103452,9,16,17,5
103524,10,16,15,5
103542,9,16,18,5
104235,11,16,16,5
104253,11,16,20,5
104325,11,16,14,5
104352,10,16,14,5
104523,11,16,14,5
104532,10,16,17,5
105234,11,16,14,5
105243,11,16,14,5
105324,11,16,14,5
105342,10,16,18,5
105423,11,16,17,5
105432,10,16,14,5
120345,8,16,16,5
120354,8,16,14,5
120435,8,16,17,5
120453,7,16,15,5
120534,8,16,16,5
120543,7,16,15,5
123045,10,16,16,5
123054,10,16,14,5
123405,10,16,15,5
123450,9,16,16,5
123504,10,16,19,5
123540,9,16,18,5
124035,11,16,15,5
124053,11,16,19,5
124305,11,16,14,5
124350,10,16,15,5
124503,11,16,18,5
124530,10,16,17,5
125034,11,16,20,5
125043,11,16,14,5
125304,11,16,15,5
125340,10,16,17,5
125403,11,16,14,5
125430,10,16,16,5
130245,9,16,17,5
130254,9,16,18,5
130425,9,16,22,5
130452,8,16,14,5
130524,9,16,19,5
130542,8,16,16,5
132045,10,16,14,5
132054,10,16,15,5
132405,10,16,17,5
132450,9,16,16,5
132504,10,16,22,5
132540,9,16,15,5
134025,11,16,14,5
134052,11,16,17,5
134205,11,16,18,5
134250,10,16,14,5
134502,11,16,13,5
134520,10,16,16,5
135024,11,16,13,5
135042,11,16,15,5
135204,11,16,18,5
135240,10,16,19,5
135402,11,16,15,5
135420,10,16,15,5
140235,10,16,19,5
140253,10,16,14,5
140325,10,16,16,5
140352,9,16,19,5
140523,10,16,14,5
140532,9,16,14,5
142035,11,16,16,5
142053,11,16,15,5
142305,11,16,17,5
142350,10,16,15,5
142503,11,16,16,5
142530,10,16,14,5
143025,11,16,19,5
143052,11,16,15,5
143205,11,16,21,5
143250,10,16,15,5
143502,11,16,18,5
143520,10,16,17,5
145023,10,16,15,5
145032,10,16,15,5
145203,10,16,17,5
145230,9,16,15,5
145302,10,16,22,5
145320,9,16,14,5
150234,10,16,17,5
150243,10,16,16,5
150324,10,16,14,5
150342,9,16,15,5
150423,10,16,15,5
150432,9,16,14,5
152034,11,16,14,5
152043,11,16,16,5
152304,11,16,15,5
152340,10,16,21,5
152403,11,16,17,5
152430,10,16,14,5
153024,11,16,14,5
153042,11,16,14,5
153204,11,16,14,5
153240,10,16,18,5
153402,11,16,15,5
153420,10,16,16,5
154023,10,16,13,5
154032,10,16,14,5
154203,10,16,15,5
154230,9,16,14,5
154302,10,16,15,5
154320,9,16,15,5
201345,9,16,17,5
201354,9,16,14,5
201435,9,16,15,5
201453,8,16,14,5
201534,9,16,16,5
201543,8,16,15,5
203145,10,16,13,5
203154,10,16,16,5
203415,10,16,14,5
